chunk,start,end,n_bg,cut,bg_accept,bg_reject,tt_eff,aa_eff,sig_eff_combined,tt_min,aa_min,tt_eff_avg,aa_eff_avg,n_tt_eff,n_aa_eff
102,5100000,5150000,50000,92.56745147705078,0.0025,0.9975,94.80720447950067,26.052419603560192,60.42981204153043,8.142343521118164,1.6364086866378784,,,,
103,5150000,5200000,50000,95.82051086425781,0.0025,0.9975,94.21839490527972,24.954372775332633,59.586383840306176,8.142343521118164,1.6364086866378784,,,,
104,5200000,5250000,50000,90.7530746459961,0.0025,0.9975,95.11293424929913,26.69836685377155,60.90565055153534,8.142343521118164,1.6364086866378784,,,,
105,5250000,5300000,50000,90.7214584350586,0.0025,0.9975,95.11808196870277,26.711338410684935,60.91471018969385,8.142343521118164,1.6364086866378784,,,,
106,5300000,5350000,50000,91.18827819824219,0.0025,0.9975,95.03858327599967,26.538716922529872,60.78865009926477,8.142343521118164,1.6364086866378784,,,,
107,5350000,5400000,50000,86.72235107421875,0.0025,0.9975,95.75980114583757,28.26892305236155,62.01436209909956,8.142343521118164,1.6364086866378784,,,,
108,5400000,5450000,50000,91.5907974243164,0.0025,0.9975,94.97318485818481,26.39385275196569,60.68351880507525,8.142343521118164,1.6364086866378784,,,,
109,5450000,5500000,50000,94.48517608642578,0.0025,0.9975,94.46329206056046,25.3909609111657,59.927126485863084,8.142343521118164,1.6364086866378784,,,,
110,5500000,5550000,50000,93.49201965332031,0.0025,0.9975,94.64650610855242,25.722869489809618,60.18468779918102,8.142343521118164,1.6364086866378784,,,,
111,5550000,5600000,50000,92.51367950439453,0.0025,0.9975,94.81651513720463,26.07264797553002,60.444581556367325,8.142343521118164,1.6364086866378784,,,,
112,5600000,5650000,50000,94.0024185180664,0.0025,0.9975,94.55317571762566,25.546801014502744,60.049988366064206,8.142343521118164,1.6364086866378784,,,,
113,5650000,5700000,50000,95.42083740234375,0.0025,0.9975,94.29408876190186,25.08544899728958,59.68976887959572,8.142343521118164,1.6364086866378784,,,,
114,5700000,5750000,50000,92.00868225097656,0.0025,0.9975,94.90228061874691,26.251256336106646,60.57676847742678,8.142343521118164,1.6364086866378784,,,,
115,5750000,5800000,50000,92.03677368164062,0.0025,0.9975,94.89780434100463,26.24191318672148,60.56985876386305,8.142343521118164,1.6364086866378784,,,,
116,5800000,5850000,50000,86.88587188720703,0.0025,0.9975,95.73397302326455,28.200255439889986,61.96711423157727,8.142343521118164,1.6364086866378784,,,,
117,5850000,5900000,50000,88.47645568847656,0.0025,0.9975,95.48361480913823,27.574355141272047,61.52898497520514,8.142343521118164,1.6364086866378784,,,,
118,5900000,5950000,50000,86.71460723876953,0.0025,0.9975,95.76096497805057,28.27173506819592,62.016350023123245,8.142343521118164,1.6364086866378784,,,,
119,5950000,6000000,50000,88.50939178466797,0.0025,0.9975,95.47779564807325,27.562744237181743,61.5202699426275,8.142343521118164,1.6364086866378784,,,,
120,6000000,6050000,50000,91.05992889404297,0.0025,0.9975,95.0616808691499,26.58552337964391,60.8236021243969,8.142343521118164,1.6364086866378784,,,,
121,6050000,6100000,50000,80.41844177246094,0.0025,0.9975,96.67045508972923,31.009912809367098,63.84018394954816,8.142343521118164,1.6364086866378784,,,,
122,6100000,6150000,50000,87.88397216796875,0.0025,0.9975,95.57703472561984,27.802128423856054,61.68958157473794,8.142343521118164,1.6364086866378784,,,,
123,6150000,6200000,50000,89.28209686279297,0.0025,0.9975,95.35268368517623,27.258230135375886,61.30545691027606,8.142343521118164,1.6364086866378784,,,,
124,6200000,6250000,50000,86.51155090332031,0.0025,0.9975,95.79140366669814,28.353283527392662,62.0723435970454,8.142343521118164,1.6364086866378784,,,,
125,6250000,6300000,50000,90.70341491699219,0.0025,0.9975,95.12045439590618,26.718776646117785,60.919615521011984,8.142343521118164,1.6364086866378784,,,,
126,6300000,6350000,50000,90.8260726928711,0.0025,0.9975,95.10169879216598,26.67251445013298,60.88710662114948,8.142343521118164,1.6364086866378784,,,,
127,6350000,6400000,50000,86.62217712402344,0.0025,0.9975,95.77533382960333,28.310468318559668,62.0429010740815,8.142343521118164,1.6364086866378784,,,,
128,6400000,6450000,50000,86.91836547851562,0.0025,0.9975,95.72891482941577,28.185197548647874,61.957056189031825,8.142343521118164,1.6364086866378784,,,,
